RNUM,NATION_NM,ISIN,KOR_SECN_NM,SUM_FRSEC_BUY_AMT,SUM_FRSEC_SELL_AMT,SUM_FRSEC_TOT_AMT,SUM_FRSEC_NET_BUY_AMT,month
39,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,32808266,20227314,53035580,12580952,2022-09
40,미국,US6745991058,OCCIDENTAL PETROLEUM CORP,32075329,35124967,67200295,-3049638,2022-09
41,미국,US06367V3033,MICROSECTORS US BIG OIL INDEX 3X INVERSE LEVERAGED ETN,31747571,38807519,70555090,-7059947,2022-09
42,미국,US19260Q1076,COINBASE GLOBAL INC,30160637,31841788,62002424,-1681151,2022-09
43,미국,US09609G1004,BLUEBIRD BIO INC,28880489,21810105,50690594,7070384,2022-09
44,미국,US7710491033,ROBLOX CORP CL A,27832561,36167515,64000076,-8334955,2022-09
45,미국,US4581401001,INTEL CORP,27614000,21646003,49260003,5967997,2022-09
46,미국,US74347B1109,PROSHARES ULTRAPRO SHORT SP 500 ETF SPLR 007843014 US74347B2685,26231860,28138389,54370249,-1906529,2022-09
47,미국,US64110L1061,NETFLIX INC,24918155,33174886,58093042,-8256731,2022-09
48,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,24289467,28452711,52742178,-4163244,2022-09
49,미국,US72919P2020,PLUG POWER INC,23773871,26603925,50377796,-2830054,2022-09
50,미국,US4642872000,ISHARES CORE SP 500 ETF,23491237,8261732,31752969,15229505,2022-09
1,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,1625690424,1660237856,3285928280,-34547433,2022-10
2,미국,US88160R1014,TESLA INC,1449936511,982211322,2432147833,467725189,2022-10
3,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1386348487,1250523755,2636872242,135824732,2022-10
4,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,1105998964,1016072632,2122071596,89926332,2022-10
5,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,668039096,656577094,1324616190,11462003,2022-10
6,미국,US0378331005,APPLE INC,235283838,219741978,455025817,15541860,2022-10
7,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,99292788,99423231,198716019,-130443,2022-10
8,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,81082719,99034758,180117477,-17952038,2022-10
9,미국,US02079K3059,ALPHABET INC CL A,79321878,106954099,186275977,-27632221,2022-10
10,미국,US67066G1040,NVIDIA CORP,75038563,113569140,188607703,-38530576,2022-10
11,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,69783278,61623086,131406364,8160192,2022-10
12,미국,US25460G7161,DIREXION DAILY SP BIOTECH BEAR 3X SHS ETF,68256382,68954292,137210674,-697909,2022-10
13,미국,US06367V3033,MICROSECTORS US BIG OIL INDEX 3X INVERSE LEVERAGED ETN,68244863,55592788,123837650,12652075,2022-10
14,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,66899931,60769429,127669360,6130502,2022-10
15,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,65332094,59186722,124518816,6145372,2022-10
16,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,64579119,63569037,128148156,1010083,2022-10
17,미국,US5949181045,MICROSOFT CORP,61747233,85125483,146872716,-23378250,2022-10
18,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,60673444,48016451,108689895,12656993,2022-10
19,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,59769965,35323272,95093237,24446693,2022-10
20,미국,US25460G2865,DIREXION DAILY TSLA BULL 2X SHARES,59058765,39161558,98220323,19897207,2022-10
21,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,58089357,34940220,93029577,23149138,2022-10
22,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,50289743,51969963,102259706,-1680221,2022-10
23,미국,US25460E2651,DIREXION DAILY SP 500 BEAR 3X SHS ETF,48468723,46252096,94720819,2216626,2022-10
24,미국,US92891H3093,2X LONG VIX FUTURES ETF,48436400,47381151,95817551,1055250,2022-10
25,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,47444782,51286161,98730943,-3841379,2022-10
26,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,47152723,72658869,119811593,-25506146,2022-10
27,미국,US78462F1030,SPDR SP 500 ETF TRUST,45933556,97402741,143336297,-51469185,2022-10
28,미국,US64110L1061,NETFLIX INC,43377202,51448660,94825862,-8071458,2022-10
29,미국,US0231351067,AMAZON.COM INC,42327265,67791874,110119139,-25464610,2022-10
30,미국,US5494981039,LUCID GROUP INC,41752878,42071883,83824761,-319006,2022-10
31,미국,US74347B7148,PROSHARES SHORT QQQ ETF,38467974,45759066,84227040,-7291092,2022-10
32,미국,US22266T1097,COUPANG INC,36274921,42618400,78893321,-6343478,2022-10
33,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,35917580,42416937,78334517,-6499356,2022-10
34,홍콩,HK0000123577,CHINAAMC CSI 300 INDEX ETF HKD,34417691,14020046,48437737,20397644,2022-10
35,미국,US0079031078,ADVANCED MICRO DEVICES INC,34378628,37194394,71573022,-2815766,2022-10
36,미국,US74347B1109,PROSHARES ULTRAPRO SHORT SP 500 ETF SPLR 007843014 US74347B2685,34145709,35712188,69857897,-1566479,2022-10
37,미국,US6745991058,OCCIDENTAL PETROLEUM CORP,32707574,39730977,72438551,-7023403,2022-10
38,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,31208901,25772923,56981824,5435977,2022-10
39,미국,US46222L1089,IONQ INC,30876753,32778163,63654915,-1901410,2022-10
40,미국,US19260Q1076,COINBASE GLOBAL INC,30846524,34195883,65042407,-3349359,2022-10
41,미국,US25460G4192,DIREXION DAILY REAL ESTATE BEAR 3X SHARES ETF SPLR 008570753 US25460E1414,30549324,28638640,59187964,1910683,2022-10
42,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,30458546,33172967,63631513,-2714421,2022-10
43,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,29034667,24271149,53305816,4763517,2022-10
44,미국,US74347B4251,PROSHARES SHORT SP 500 ETF SPLR 39616610413 US74347R5037,28577457,36974451,65551909,-8396994,2022-10
45,미국,US74347Y7976,PROSHARES ULTRASHORT BLOOMBERG CRUDE OIL SPLR 009280245 US74347Y8628,28249448,21809241,50058690,6440207,2022-10
46,미국,US46144X8671,AXS TSLA BEAR DAILY ETF,27917242,28368764,56286006,-451522,2022-10
47,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,27866243,24194644,52060886,3671599,2022-10
48,미국,US91332U1016,UNITY SOFTWARE INC,26616993,26695550,53312543,-78556,2022-10
49,미국,US62526P1093,MULLEN AUTOMOTIVE INC,25955244,25200802,51156046,754441,2022-10
50,미국,US30303M1027,META PLATFORMS INC CL A,25488901,27501791,52990691,-2012890,2022-10
1,미국,US88160R1014,TESLA INC,1314795506,821118716,2135914221,493676790,2022-11
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1149200146,1123776638,2272976783,25423508,2022-11
3,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,1067442404,1049994241,2117436645,17448164,2022-11
4,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,923060791,1072872775,1995933565,-149811984,2022-11
5,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,834453477,660445794,1494899272,174007683,2022-11
6,미국,US0378331005,APPLE INC,357674990,346415759,704090749,11259231,2022-11
7,미국,US0231351067,AMAZON.COM INC,161973422,122026510,283999932,39946912,2022-11
8,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,146493394,124125276,270618670,22368118,2022-11
9,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,112426640,67717083,180143723,44709557,2022-11
10,미국,US30303M1027,META PLATFORMS INC CL A,107484398,101221608,208706006,6262790,2022-11
11,미국,US67066G1040,NVIDIA CORP,99661422,160658340,260319762,-60996917,2022-11
12,미국,US02079K3059,ALPHABET INC CL A,98007170,102666243,200673414,-4659073,2022-11
13,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,91477571,82568283,174045854,8909289,2022-11
14,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,80330688,56297822,136628511,24032866,2022-11
15,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,77560355,86693839,164254194,-9133485,2022-11
16,미국,US0636795348,MicroSectors FANG+ Index 3X Leveraged ETN,70148353,67730033,137878386,2418321,2022-11
17,미국,US0079031078,ADVANCED MICRO DEVICES INC,65442259,62680478,128122737,2761781,2022-11
18,미국,US25460G2865,DIREXION DAILY TSLA BULL 2X SHARES,62574480,33012607,95587087,29561873,2022-11
19,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,61536248,70617395,132153643,-9081147,2022-11
20,미국,US5494981039,LUCID GROUP INC,58196883,32201270,90398152,25995613,2022-11
21,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,55028860,24619738,79648598,30409122,2022-11
22,미국,US5949181045,MICROSOFT CORP,54622607,93776491,148399098,-39153884,2022-11
23,미국,US06367V3033,MICROSECTORS US BIG OIL INDEX 3X INVERSE LEVERAGED ETN,53990445,48468800,102459244,5521645,2022-11
24,미국,US0636795595,BOM MICROSECTORS FANG INN 3X LEV ETN,53377452,55866470,109243922,-2489019,2022-11
25,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),53089831,53351751,106441581,-261920,2022-11
26,미국,US19260Q1076,COINBASE GLOBAL INC,49630127,37278885,86909012,12351242,2022-11
27,미국,US74347G6483,PROSHARES ULTRAPRO SHORT DOW 30 ETF SPLR 008181636 US74347G3092,49553275,31417174,80970449,18136101,2022-11
28,미국,US22266T1097,COUPANG INC,49300365,64213711,113514076,-14913346,2022-11
29,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,46018048,51560370,97578418,-5542322,2022-11
30,미국,US46222L1089,IONQ INC,44686094,31942317,76628411,12743777,2022-11
31,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,42282483,35996965,78279448,6285518,2022-11
32,미국,USN070592100,ASML HOLDING NV ADR,39819887,38757540,78577427,1062347,2022-11
33,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,37636944,34279314,71916258,3357629,2022-11
34,미국,US91332U1016,UNITY SOFTWARE INC,37301788,35843619,73145407,1458169,2022-11
35,미국,US25460E5217,DIREXION DAILY FTSE CHINA BEAR 3X SHS ETF SPLR 005718961 US25490K8365,32735757,29609904,62345661,3125853,2022-11
36,미국,US78462F1030,SPDR SP 500 ETF TRUST,31658974,37371166,69030140,-5712192,2022-11
37,미국,US62526P1093,MULLEN AUTOMOTIVE INC,31610041,25753597,57363638,5856445,2022-11
38,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,31225846,20986497,52212343,10239348,2022-11
39,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,30788152,22061280,52849432,8726871,2022-11
40,미국,US7710491033,ROBLOX CORP CL A,29867682,22152453,52020135,7715230,2022-11
41,미국,US92891H3093,2X LONG VIX FUTURES ETF,28127499,19630745,47758244,8496754,2022-11
42,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,27293717,19124060,46417777,8169657,2022-11
43,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,27167228,26221455,53388683,945773,2022-11
44,미국,US72919P2020,PLUG POWER INC,26964768,18414057,45378825,8550711,2022-11
45,미국,US25460G7161,DIREXION DAILY SP BIOTECH BEAR 3X SHS ETF,26508663,29088804,55597467,-2580141,2022-11
46,미국,US2546871060,WALT DISNEY CO,26160444,16069092,42229537,10091352,2022-11
47,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,26102210,22344560,48446770,3757650,2022-11
48,미국,US4581401001,INTEL CORP,26012094,26642772,52654866,-630677,2022-11
49,미국,US13803R1023,CANOO INC EXOF 007801300 US42589C2035,25304667,14961863,40266530,10342804,2022-11
50,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,25190746,31485637,56676383,-6294890,2022-11
1,미국,US88160R1014,TESLA INC,1335121425,1236372574,2571493999,98748850,2022-12
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,883356296,753035858,1636392155,130320438,2022-12
3,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,803609845,735007465,1538617310,68602380,2022-12
4,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,773506616,743805082,1517311697,29701534,2022-12
5,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,682661994,708754722,1391416716,-26092728,2022-12
6,미국,US0378331005,APPLE INC,311523718,294814119,606337838,16709599,2022-12
7,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,163074107,145561623,308635731,17512484,2022-12
8,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,107990737,89787981,197778719,18202756,2022-12
9,미국,US67066G1040,NVIDIA CORP,106312383,205506807,311819190,-99194424,2022-12
10,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,93887696,138461268,232348963,-44573572,2022-12
11,미국,US25460G2865,DIREXION DAILY TSLA BULL 2X SHARES,91464874,58681436,150146310,32783438,2022-12
12,미국,US0231351067,AMAZON.COM INC,84815474,93105035,177920509,-8289561,2022-12
13,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,81806019,77082120,158888139,4723898,2022-12
14,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,71665060,76239993,147905053,-4574933,2022-12
15,미국,US02079K3059,ALPHABET INC CL A,63174636,100209861,163384497,-37035225,2022-12
16,미국,US78462F1030,SPDR SP 500 ETF TRUST,58702972,77023478,135726450,-18320506,2022-12
17,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,57542442,83872329,141414771,-26329887,2022-12
18,미국,US74347G6483,PROSHARES ULTRAPRO SHORT DOW 30 ETF SPLR 008181636 US74347G3092,53889159,50020370,103909529,3868789,2022-12
19,미국,US25460E5217,DIREXION DAILY FTSE CHINA BEAR 3X SHS ETF SPLR 005718961 US25490K8365,52575566,43620133,96195699,8955432,2022-12
20,미국,US5494981039,LUCID GROUP INC,51699022,35007357,86706378,16691665,2022-12
21,미국,US46222L1089,IONQ INC,48346802,23278435,71625238,25068367,2022-12
22,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,46463249,60020897,106484145,-13557648,2022-12
23,미국,US0636795595,BOM MICROSECTORS FANG INN 3X LEV ETN,43373200,37550589,80923788,5822611,2022-12
24,미국,US5949181045,MICROSOFT CORP,42624116,88838045,131462161,-46213929,2022-12
25,미국,US0636795348,MicroSectors FANG+ Index 3X Leveraged ETN,42422623,49815154,92237777,-7392531,2022-12
26,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,38162684,17875760,56038444,20286924,2022-12
27,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,37968065,32430848,70398913,5537217,2022-12
28,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,35107331,29108989,64216320,5998341,2022-12
29,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,34803457,34883405,69686862,-79948,2022-12
30,미국,US22266T1097,COUPANG INC,34350805,30585740,64936544,3765065,2022-12
31,미국,US46144X8671,AXS TSLA BEAR DAILY ETF,32380674,29272056,61652730,3108618,2022-12
32,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),30815080,31368055,62183135,-552974,2022-12
33,미국,US4642886463,ISHARES 1-5 YEAR INVESTMENT GRADE CORPORATE BOND ETF,30150616,13085,30163701,30137531,2022-12
34,미국,US09075F1075,BIONANO GENOMICS INC,29712702,26964203,56676906,2748499,2022-12
35,미국,US98422D1054,XPENG INC ADR,29461545,30079991,59541536,-618446,2022-12
36,미국,US30303M1027,META PLATFORMS INC CL A,28727267,46259991,74987258,-17532724,2022-12
37,미국,US0079031078,ADVANCED MICRO DEVICES INC,27489009,42516255,70005265,-15027246,2022-12
38,미국,US74347B1109,PROSHARES ULTRAPRO SHORT SP 500 ETF SPLR 007843014 US74347B2685,26693809,26798377,53492186,-104567,2022-12
39,미국,US91332U1016,UNITY SOFTWARE INC,26518642,25701493,52220136,817149,2022-12
40,미국,US2214133058,Cosmos Holdings Inc,25758634,27644647,53403281,-1886013,2022-12
41,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,25107062,20259175,45366237,4847887,2022-12
42,미국,US92891H3093,2X LONG VIX FUTURES ETF,24799409,27430603,52230013,-2631194,2022-12
43,미국,US7710491033,ROBLOX CORP CL A,24066262,23096177,47162439,970085,2022-12
44,미국,US19260Q1076,COINBASE GLOBAL INC,24022717,19249041,43271758,4773676,2022-12
45,미국,US60770K1079,MODERNA INC,23452204,24845522,48297726,-1393318,2022-12
46,미국,US25460G1958,DIREXION DAILY FTSE CHINA BULL 3X SHARES,22814996,22593413,45408409,221582,2022-12
47,미국,US0846701086,BERKSHIRE HATHAWAY INC CL A,22329145,22842620,45171765,-513475,2022-12
48,미국,US4642872422,ISHARES IBOXX USD INVESTMENT GRADE CORPORATE BOND ETF,21928202,12039332,33967534,9888870,2022-12
49,미국,US64110L1061,NETFLIX INC,21821964,30954048,52776011,-9132084,2022-12
50,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,21532752,22742709,44275461,-1209957,2022-12
